sample_rank,repo_id,repo_name,year,observation_status,observation_end,created_at,llm_native_manual,llm_native_confidence,collaboration_niche,agent_proximity,language,first_event_at,last_event_at,event_rows,event_rows_from_api,active_actors,push_events,push_commits,issues_opened,issues_closed,issues_reopened,issues_opened_author_missing,issues_opened_by_bot,issues_opened_by_human,issues_opened_by_external,issue_median_close_days,issues_closed_with_duration,prs_opened,pr_events_from_api,prs_merged,prs_closed_unmerged,prs_reopened,prs_opened_author_missing,prs_opened_by_bot,prs_opened_by_human,prs_opened_by_external,pr_median_merge_days,prs_merged_with_duration,pr_median_close_unmerged_days,prs_closed_unmerged_with_duration,issue_pr_comment_events,comment_events_author_missing,comment_events_by_bot,comment_events_by_human,pr_review_events,reviews_approved,reviews_changes_requested,review_events_by_maintainer,pr_review_comment_events,review_comment_events_author_missing,review_comment_events_by_bot,review_comment_events_by_human,non_human_public_events,human_public_events,source,quality_flag
38,208728772,milvus-io/milvus,2025,observed,2025-12-31,2019-09-16,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2025-01-01 00:53:53,2025-12-31 23:58:58,74131,2457,7693,2550,2218,1938,1648,66,0,0,1938,1873,37.32,1647,3181,2073,2605,495,39,482,857,2689,2559,1.1,1937,7.72,480,33110,0,11684,21426,3035,1166,9,1085,2069,0,323,1746,12865,27799,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
38,208728772,milvus-io/milvus,2026,observed,2026-08-29,2019-09-16,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2026-01-01 00:00:44,2026-08-28 08:35:37,37073,1178,917,1111,0,322,272,17,0,1,321,321,39.71,271,499,1034,368,210,7,495,478,0,0,,0,26.09,183,4945,0,1158,3787,670,189,3,3,647,0,255,392,1892,4500,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
39,1035029907,earendil-works/pi,2022,not_public_yet,2022-12-31,2025-08-09,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
39,1035029907,earendil-works/pi,2023,not_public_yet,2023-12-31,2025-08-09,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
39,1035029907,earendil-works/pi,2024,not_public_yet,2024-12-31,2025-08-09,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
39,1035029907,earendil-works/pi,2025,observed,2025-12-31,2025-08-09,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-08-09 16:05:30,2025-12-31 23:55:45,1793,181,436,495,107,120,68,0,0,0,120,120,0.47,68,82,129,31,50,2,82,68,0,0,,0,0.45,30,328,0,0,328,18,0,0,0,26,0,5,21,73,469,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
39,1035029907,earendil-works/pi,2026,observed,2026-08-29,2025-08-09,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 01:04:23,2026-08-28 14:58:07,19465,1075,13689,1320,0,898,563,62,0,5,893,893,0,561,390,642,110,465,26,390,317,0,0,,0,0,214,1604,0,443,1161,49,0,1,0,57,0,15,42,780,2096,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
40,90506918,NVIDIA/cudf,2022,observed,2022-12-31,2017-05-07,traditional,high,model_infra,supporting_infrastructure,C++,2022-01-01 01:26:58,2022-12-31 23:56:38,44046,155,1166,5152,31334,829,758,28,0,0,829,721,62.25,758,1627,114,1382,129,11,0,3,1624,1255,2.52,1382,10.02,129,9056,0,2072,6984,12280,2836,418,1842,11799,0,0,11799,2075,21236,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
40,90506918,NVIDIA/cudf,2023,observed,2023-12-31,2017-05-07,traditional,high,model_infra,supporting_infrastructure,C++,2023-01-01 01:17:27,2023-12-31 23:16:23,34924,140,1866,6949,78152,750,511,18,0,0,750,629,12.76,511,1450,100,1198,122,8,0,1,1449,1164,2.31,1198,6.02,122,5385,0,309,5076,8793,2339,243,1232,8006,0,0,8006,310,15281,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
40,90506918,NVIDIA/cudf,2024,observed,2024-12-31,2017-05-07,traditional,high,model_infra,supporting_infrastructure,C++,2024-01-02 00:42:57,2024-12-31 19:32:19,49267,180,2073,10933,930308,747,675,19,0,0,747,610,36.79,675,2192,143,1810,228,14,0,139,2053,1863,2.94,1810,8.93,227,8189,0,540,7649,11779,3247,347,2134,10740,0,0,10740,679,21189,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
40,90506918,NVIDIA/cudf,2025,observed,2025-12-31,2017-05-07,traditional,high,model_infra,supporting_infrastructure,C++,2025-01-01 01:46:05,2025-12-31 20:38:29,35336,1265,852,7325,65297,569,448,10,0,0,569,514,41.83,448,1889,1187,1644,227,10,185,651,1491,1478,1.75,1260,12.91,223,6474,0,932,5542,7830,2320,156,1395,6911,0,16,6895,1623,14497,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
40,90506918,NVIDIA/cudf,2026,observed,2026-08-29,2017-05-07,traditional,high,model_infra,supporting_infrastructure,C++,2026-01-01 02:08:19,2026-08-27 21:46:00,9859,681,166,3644,0,83,48,0,0,0,83,83,32.19,48,273,575,257,54,1,268,265,0,0,,0,82.69,49,898,0,182,716,1305,408,30,40,1127,0,129,998,576,1797,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
41,23496542,triton-lang/triton,2022,observed,2022-12-31,2014-08-30,traditional,high,model_infra,supporting_infrastructure,MLIR,2022-01-01 20:59:52,2022-12-31 21:49:57,6019,22,1423,1296,2329,185,89,1,0,0,185,174,2.02,89,400,16,348,33,1,0,0,400,130,0.21,348,1.98,33,1025,0,0,1025,678,144,6,581,603,0,0,603,0,2213,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
41,23496542,triton-lang/triton,2023,observed,2023-12-31,2014-08-30,traditional,high,model_infra,supporting_infrastructure,MLIR,2023-01-01 11:44:46,2023-12-31 22:38:06,18646,96,5507,3292,7431,599,348,12,0,0,599,553,4.92,348,1139,67,907,175,9,0,0,1139,617,0.26,907,0.95,175,3824,0,150,3674,1782,705,23,1166,1231,0,0,1231,150,6643,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
41,23496542,triton-lang/triton,2024,observed,2024-12-31,2014-08-30,traditional,high,model_infra,supporting_infrastructure,MLIR,2024-01-01 02:57:59,2024-12-31 22:54:58,31036,119,5596,4653,256432,588,312,18,0,0,588,576,1.76,312,1989,106,1554,283,17,0,3,1986,1431,0.42,1554,1.67,283,5182,0,0,5182,6016,1739,235,2177,5224,0,0,5224,3,12980,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
41,23496542,triton-lang/triton,2025,observed,2025-12-31,2014-08-30,traditional,high,model_infra,supporting_infrastructure,MLIR,2025-01-01 00:10:52,2025-12-31 22:31:24,29726,1518,3957,5125,17217,346,204,10,0,0,346,334,1.6,204,2416,1468,1934,356,25,214,543,2199,1482,0.41,1499,1.68,346,3119,0,2,3117,6376,1864,314,2618,5681,0,53,5628,598,11290,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
41,23496542,triton-lang/triton,2026,observed,2026-08-29,2014-08-30,traditional,high,model_infra,supporting_infrastructure,MLIR,2026-01-01 00:59:42,2026-08-27 15:26:56,4788,513,660,1729,0,39,23,0,0,1,38,38,9.73,23,252,469,192,70,2,248,220,0,0,,0,4.84,55,318,0,5,313,696,200,38,14,593,0,47,546,273,897,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
42,1156956890,zeroclaw-labs/zeroclaw,2022,not_public_yet,2022-12-31,2026-02-13,llm_native,high,agent_application,direct_agent_experience,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
42,1156956890,zeroclaw-labs/zeroclaw,2023,not_public_yet,2023-12-31,2026-02-13,llm_native,high,agent_application,direct_agent_experience,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
42,1156956890,zeroclaw-labs/zeroclaw,2024,not_public_yet,2024-12-31,2026-02-13,llm_native,high,agent_application,direct_agent_experience,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
42,1156956890,zeroclaw-labs/zeroclaw,2025,not_public_yet,2025-12-31,2026-02-13,llm_native,high,agent_application,direct_agent_experience,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
42,1156956890,zeroclaw-labs/zeroclaw,2026,observed,2026-08-29,2026-02-13,llm_native,high,agent_application,direct_agent_experience,Rust,2026-02-13 20:31:27,2026-08-27 08:57:47,35290,2201,10486,3112,0,673,397,31,0,3,670,673,0.89,397,1100,1921,589,568,31,1100,917,0,0,,0,2.02,328,3012,0,1186,1826,1430,330,117,0,1232,0,1121,111,3227,2610,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
43,826168160,docling-project/docling,2022,not_public_yet,2022-12-31,2024-07-09,mixed,medium,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
43,826168160,docling-project/docling,2023,not_public_yet,2023-12-31,2024-07-09,mixed,medium,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
43,826168160,docling-project/docling,2024,observed,2024-12-31,2024-07-09,mixed,medium,model_infra,supporting_infrastructure,Python,2024-07-15 09:16:46,2024-12-31 23:59:47,20824,1111,16461,796,1460,287,177,2,0,262,257,257,2.89,177,260,510,219,31,1,0,258,235,222,0.09,200,4.65,31,907,0,87,820,385,247,15,15,102,0,0,102,607,1439,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
43,826168160,docling-project/docling,2025,observed,2025-12-31,2024-07-09,mixed,medium,model_infra,supporting_infrastructure,Python,2025-01-01 01:06:18,2025-12-31 23:02:57,33624,2800,23456,1210,2566,1252,514,11,0,560,888,888,3.54,514,610,842,442,138,9,43,403,388,383,0.7,245,4.67,137,3556,0,1129,2427,846,480,36,30,319,0,3,316,2585,4049,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
43,826168160,docling-project/docling,2026,observed,2026-08-29,2024-07-09,mixed,medium,model_infra,supporting_infrastructure,Python,2026-01-01 00:08:07,2026-08-28 14:45:46,6595,1715,3778,497,0,364,198,0,0,276,88,88,132.21,198,469,921,331,127,0,55,464,0,0,,0,2.51,124,520,0,287,233,145,82,12,0,63,0,9,54,1036,375,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
44,46398090,datahub-project/datahub,2022,observed,2022-12-31,2015-11-18,mixed,high,model_infra,supporting_infrastructure,Python,2022-01-01 14:13:30,2022-12-31 21:06:08,31417,212,3594,3171,4280,564,673,18,0,0,564,554,76.63,673,2515,164,2072,305,47,0,30,2485,1885,0.63,2072,2.31,304,5738,0,3196,2542,7411,2478,131,1476,5426,0,0,5426,3226,11017,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
44,46398090,datahub-project/datahub,2023,observed,2023-12-31,2015-11-18,mixed,high,model_infra,supporting_infrastructure,Python,2023-01-01 02:07:51,2023-12-31 01:50:50,25317,171,2790,3709,9831,422,408,13,0,2,420,406,61.26,408,2176,138,1703,276,22,0,67,2109,773,1.32,1703,4.3,276,2849,0,791,2058,6067,2025,106,4736,5115,0,99,5016,959,9603,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
44,46398090,datahub-project/datahub,2024,observed,2024-12-31,2015-11-18,mixed,high,model_infra,supporting_infrastructure,Python,2024-01-01 01:52:56,2024-12-31 23:16:50,23851,160,2190,4445,447330,383,281,9,0,0,383,382,60.21,281,2302,148,1833,282,12,0,60,2242,845,1.13,1833,5.88,281,2739,0,1107,1632,5475,2076,140,3218,4159,0,956,3203,2123,7460,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
44,46398090,datahub-project/datahub,2025,observed,2025-12-31,2015-11-18,mixed,high,model_infra,supporting_infrastructure,Python,2025-01-01 06:11:04,2025-12-31 23:39:48,29261,1557,1533,6816,36284,197,90,3,0,0,197,195,21.78,90,2419,1538,1904,370,13,256,637,2121,822,0.96,1446,2.81,354,3433,0,2284,1149,5962,1870,92,2820,5301,0,1502,3799,4431,7266,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
44,46398090,datahub-project/datahub,2026,observed,2026-08-29,2015-11-18,mixed,high,model_infra,supporting_infrastructure,Python,2026-01-01 00:39:13,2026-08-28 07:58:20,9693,818,344,4542,0,20,8,1,0,2,18,20,27.32,8,291,549,225,77,1,286,255,0,0,,0,45.85,68,863,0,685,178,1000,256,10,114,932,0,316,616,1258,812,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
45,643445235,lobehub/lobehub,2022,not_public_yet,2022-12-31,2023-05-21,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
45,643445235,lobehub/lobehub,2023,observed,2023-12-31,2023-05-21,llm_native,high,agent_application,direct_agent_experience,TypeScript,2023-05-21 07:35:12,2023-12-31 22:54:21,24776,49,15755,1930,3928,443,284,7,0,1,442,404,1.93,284,351,22,251,70,2,0,71,280,224,0.02,251,0.22,70,3711,0,722,2989,289,236,14,271,66,0,0,66,794,3777,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
45,643445235,lobehub/lobehub,2024,observed,2024-12-31,2023-05-21,llm_native,high,agent_application,direct_agent_experience,TypeScript,2024-01-01 00:17:02,2024-12-31 23:51:47,89142,240,43664,6093,173791,2128,1589,32,0,0,2128,2127,1.67,1589,1587,96,1164,304,24,0,192,1395,1395,0.14,1164,0.35,304,25390,0,3546,21844,1139,193,74,140,1180,0,104,1076,3842,26443,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
45,643445235,lobehub/lobehub,2025,observed,2025-12-31,2023-05-21,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-01-01 00:00:49,2025-12-31 23:41:45,67751,1683,21096,7909,66748,1998,1274,32,0,0,1998,1981,1.58,1272,1966,1409,1426,465,13,379,886,1272,1233,0.28,976,3.08,446,25826,0,8760,17066,1483,58,55,102,1399,0,872,527,10567,20863,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
45,643445235,lobehub/lobehub,2026,observed,2026-08-29,2023-05-21,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:06:09,2026-08-28 10:28:18,22145,1384,3220,6886,0,348,409,6,0,0,348,348,100.54,406,637,1218,455,217,3,632,581,0,0,,0,19.54,174,4356,0,2520,1836,1022,18,7,9,737,0,667,70,3768,2254,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
46,575865240,AstrBotDevs/AstrBot,2022,observed,2022-12-31,2022-12-08,llm_native,medium,agent_application,direct_agent_experience,Python,2022-12-08 13:33:00,2022-12-31 00:38:53,166,0,78,44,56,7,7,1,0,0,7,7,0.1,7,1,0,0,1,0,0,0,1,0,,0,0,1,23,0,0,23,0,0,0,0,0,0,0,0,0,31,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
46,575865240,AstrBotDevs/AstrBot,2023,observed,2023-12-31,2022-12-08,llm_native,medium,agent_application,direct_agent_experience,Python,2023-01-02 16:40:12,2023-12-29 23:25:18,1399,0,460,460,608,99,89,2,0,0,99,96,2.13,89,27,0,22,1,0,0,0,27,11,0,22,0.06,1,213,0,9,204,2,2,0,2,0,0,0,0,9,330,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
46,575865240,AstrBotDevs/AstrBot,2024,observed,2024-12-31,2022-12-08,llm_native,medium,agent_application,direct_agent_experience,Python,2024-01-01 03:06:23,2024-12-31 01:54:08,856,2,195,310,742,51,51,0,0,0,51,34,54.2,51,19,0,18,2,0,0,0,19,4,0,18,67.65,2,152,0,13,139,1,1,0,1,0,0,0,0,13,211,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
46,575865240,AstrBotDevs/AstrBot,2025,observed,2025-12-31,2022-12-08,llm_native,medium,agent_application,direct_agent_experience,Python,2025-01-02 07:49:39,2025-12-31 22:34:46,26564,1027,11727,1571,9488,2484,1770,52,0,0,2484,2413,1.58,1769,531,425,393,130,9,100,184,415,226,0.42,268,1.51,121,4890,0,836,4054,959,246,52,311,1276,0,1017,259,2042,7316,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
46,575865240,AstrBotDevs/AstrBot,2026,observed,2026-08-29,2022-12-08,llm_native,medium,agent_application,direct_agent_experience,Python,2026-01-01 00:16:26,2026-08-28 13:59:53,13695,710,4919,900,0,845,457,14,0,0,845,845,0.84,451,238,424,154,84,12,238,208,0,0,,0,7.23,62,2091,0,963,1128,813,87,3,0,1025,0,879,146,2050,2120,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
47,1147094660,HKUDS/nanobot,2022,not_public_yet,2022-12-31,2026-02-01,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
47,1147094660,HKUDS/nanobot,2023,not_public_yet,2023-12-31,2026-02-01,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
47,1147094660,HKUDS/nanobot,2024,not_public_yet,2024-12-31,2026-02-01,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
47,1147094660,HKUDS/nanobot,2025,not_public_yet,2025-12-31,2026-02-01,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
47,1147094660,HKUDS/nanobot,2026,observed,2026-08-29,2026-02-01,llm_native,high,agent_application,direct_agent_experience,Python,2026-02-01 07:40:48,2026-08-27 15:08:09,18252,1021,13648,1190,0,341,165,3,0,1,340,340,2.94,165,551,906,170,349,30,547,452,0,0,,0,9.84,281,1118,0,1,1117,163,72,11,0,129,0,94,35,548,1492,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
48,790916393,NVIDIA/Model-Optimizer,2022,not_public_yet,2022-12-31,2024-04-23,mixed,medium,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
48,790916393,NVIDIA/Model-Optimizer,2023,not_public_yet,2023-12-31,2024-04-23,mixed,medium,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
48,790916393,NVIDIA/Model-Optimizer,2024,observed,2024-12-31,2024-04-23,mixed,medium,model_infra,supporting_infrastructure,Python,2024-05-08 15:04:27,2024-12-31 13:40:38,1228,8,710,54,54,107,50,4,0,0,107,105,5.06,50,7,1,0,7,0,0,1,6,5,,0,0.47,7,325,0,1,324,6,0,0,4,6,0,0,6,2,443,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
48,790916393,NVIDIA/Model-Optimizer,2025,observed,2025-12-31,2024-04-23,mixed,medium,model_infra,supporting_infrastructure,Python,2025-01-02 06:53:31,2025-12-31 10:53:28,6366,297,893,1805,1654,140,118,4,0,0,140,140,75.5,118,212,259,145,41,4,83,128,118,86,0.52,53,6.8,37,882,0,322,560,1008,187,6,106,941,0,302,639,753,1457,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
48,790916393,NVIDIA/Model-Optimizer,2026,observed,2026-08-29,2024-04-23,mixed,medium,model_infra,supporting_infrastructure,Python,2026-01-01 01:49:59,2026-08-28 14:21:41,9660,303,371,5442,0,25,16,0,0,0,25,25,43.89,16,172,297,123,40,1,172,141,0,0,,0,39.43,33,590,0,381,209,1285,149,6,0,1344,0,494,850,1016,1084,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
49,824874689,cline/cline,2022,not_public_yet,2022-12-31,2024-07-06,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
49,824874689,cline/cline,2023,not_public_yet,2023-12-31,2024-07-06,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
49,824874689,cline/cline,2024,observed,2024-12-31,2024-07-06,llm_native,high,agent_application,direct_agent_experience,TypeScript,2024-07-10 08:25:17,2024-12-31 23:52:58,22663,97,18157,265,958,602,445,9,0,0,602,601,3.51,445,166,25,17,125,11,0,8,158,162,0.66,17,5.03,125,2705,0,14,2691,43,6,10,1,43,0,0,43,22,3549,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
49,824874689,cline/cline,2025,observed,2025-12-31,2024-07-06,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-01-01 00:07:00,2025-12-31 23:59:58,80434,2313,37159,7938,26564,1941,1286,52,0,35,1906,1940,17.77,1286,2756,1958,1967,650,50,358,859,2271,2378,0.31,1433,3,633,14694,0,5618,9076,7332,2513,179,141,4314,0,1966,2348,8508,15601,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
49,824874689,cline/cline,2026,observed,2026-08-29,2024-07-06,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:33:05,2026-08-28 05:14:31,12187,970,2430,3226,0,238,191,4,0,2,236,238,61.3,191,428,914,240,299,4,428,407,0,0,,0,81.71,265,2245,0,1482,763,1014,257,16,0,973,0,596,377,2487,1376,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
